workerid,strangedescription,trial_type,actual_utterance,actual_effect_question,name,object_level,gender,num_objects,object,effect,actual_cause,quantifier,rt,cause,response,other_gender,slide_number_in_experiment
52,,cause_effect_prior,"""I love watching fires.""",Do you think Janet is describing a normal event?,George,object_low,M,15,rocks,burnt,George threw  15 rocks  into a fire.,long_filler,11468,threw __ into a fire,yes,F,6
52,,cause_effect_prior,"""Some of the hats blew away.""",Do you think William is describing a normal event?,Justin,object_mid,M,15,hats,blew away,Justin left  15 hats  on a table on a windy day.,Some,10798,left __ on a table on a windy day,yes,M,7
52,,cause_effect_prior,"""Some of the love notes had the letter Z in them.""",Do you think Samuel is describing a normal event?,Ronald,object_mid,M,15,love notes,had the letter Z in them,Ronald wrote  15 love notes.,Some,14866,wrote __,yes,M,8
52,,cause_effect_prior,"""None of the butterflies ate the seeds.""",Do you think Jessica is describing a normal event?,Emily,object_mid,F,15,butterflies,ate the seeds,Emily left seeds out for  15 butterflies.,None,14284,left seeds out for __,yes,F,9
52,Do pencils melt in the sun?,cause_effect_prior,"""All of the pencils melted.""",Do you think Andrew is describing a normal event?,Patrick,object_low,M,15,pencils,melted,Patrick left  15 pencils  in the hot sun.,All,33847,left __ in the hot sun,no,M,10
52,,cause_effect_prior,"""It&quotechars so pretty.""",Do you think Emily is describing a normal event?,Alexander,object_low,M,15,poems,rhymed,Alexander wrote  15 poems.,long_filler,12784,wrote __,yes,F,11
52,Should only take a picture with one camera.,cause_effect_prior,"""Nothing surprising there.""",Do you think Angela is describing a normal event?,Matthew,object_high,M,15,cameras,flashed,Matthew took a picture with  15 cameras.,short_filler,47098,took a picture with __,no,F,12
52,,cause_effect_prior,"""All of the bananas were green.""",Do you think Deborah is describing a normal event?,Edward,object_mid,M,15,bananas,were green,Edward saw  15 bananas.,All,7914,saw __,yes,F,13
52,,cause_effect_prior,"""Some of the pieces of gum stuck to the wall.""",Do you think Kathleen is describing a normal event?,Cynthia,object_high,F,15,pieces of gum,stuck to the wall,Cynthia threw  15 pieces of gum  against a wall.,Some,10350,threw __ against a wall,yes,F,14
52,,cause_effect_prior,"""Some of the balls of tin foil exploded.""",Do you think Eric is describing a normal event?,Sandra,object_mid,F,15,balls of tin foil,exploded,Sandra heated up  15 balls of tin foil  in a microwave.,Some,9732,heated up __ in a microwave,yes,M,15
52,,cause_effect_prior,"""Typical.""",Do you think Margaret is describing a normal event?,Sarah,object_low,F,15,logs,broke,Sarah ran  15 logs  over with a car.,short_filler,22132,ran __ over with a car,yes,F,16
52,,cause_effect_prior,"""I love throwing stuff, too.""",Do you think Nicholas is describing a normal event?,David,object_mid,M,15,pancakes,landed flat,David tossed  15 pancakes.,long_filler,10534,tossed __,yes,M,17
52,Pretty sure that would stain the white shirts.,cause_effect_prior,"""None of the white shirts got stained.""",Do you think Paul is describing a normal event?,Linda,object_mid,F,15,white shirts,got stained,Linda spilled red nail polish on  15 white shirts.,None,32516,spilled red nail polish on __,no,M,18
52,,cause_effect_prior,"""That looks kind of dangerous.""",Do you think Mary is describing a normal event?,Ryan,object_low,M,15,bicyclists,honked,Ryan cut off  15 bicyclists.,long_filler,9915,cut off __,yes,F,19
52,,cause_effect_prior,"""All of the banana peels decomposed.""",Do you think Rebecca is describing a normal event?,Gary,object_high,M,15,banana peels,decomposed,Gary put  15 banana peels  in a compost pile for a month.,All,8767,put __ in a compost pile for a month,yes,F,20
52,Diamonds definity would reflect sunlight,cause_effect_prior,"""None of the diamonds reflected the sunlight.""",Do you think Daniel is describing a normal event?,Jonathan,object_mid,M,15,diamonds,reflected the sunlight,Jonathan placed  15 diamonds  in the sun.,None,39648,placed __ in the sun,no,M,21
52,,cause_effect_prior,"""None of the bike lights ran out of batteries.""",Do you think Charles is describing a normal event?,Joyce,object_mid,F,15,bike lights,ran out of batteries,Joyce left  15 bike lights  on (and unplugged) all day.,None,16148,left __ on (and unplugged) all day,yes,M,22
52,,cause_effect_prior,"""Pretty normal.""",Do you think Christina is describing a normal event?,Brenda,object_high,F,15,card towers,fell down,Brenda punched  15 card towers.,short_filler,12699,punched __,yes,F,23
52,,cause_effect_prior,"""Some of the cd-players lit up.""",Do you think Anthony is describing a normal event?,Raymond,object_low,M,15,cd-players,lit up,Raymond pressed the &quotecharon&quotechar button on  15 cd-players.,Some,11917,pressed the &quotecharon&quotechar button on __,yes,M,24
52,,cause_effect_prior,"""Some of the bicycles stopped.""",Do you think Michelle is describing a normal event?,Thomas,object_low,M,15,bicycles,stopped,Thomas pressed the brakes on  15 bicycles.,Some,15151,pressed the brakes on __,yes,F,25
52,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Amanda is describing a normal event?,Dorothy,object_low,F,15,toy cars,rolled,Dorothy pushed  15 toy cars.,short_filler,10666,pushed __,yes,F,26
52,,cause_effect_prior,"""Some of the beads stuck.""",Do you think Stephanie is describing a normal event?,Donna,object_low,F,15,beads,stuck,Donna glued  15 beads  to a piece of paper.,Some,11516,glued __ to a piece of paper,yes,F,27
52,,cause_effect_prior,"""All of the berries froze.""",Do you think James is describing a normal event?,Jennifer,object_high,F,15,berries,froze,Jennifer put  15 berries  in the freezer.,All,8401,put __ in the freezer,yes,M,28
52,,cause_effect_prior,"""Some of the balloons sank.""",Do you think Elizabeth is describing a normal event?,Nicole,object_low,F,15,balloons,sank,Nicole threw  15 balloons  into a pool.,Some,24191,threw __ into a pool,yes,F,29
52,,cause_effect_prior,"""All of the comedians laughed.""",Do you think Karen is describing a normal event?,Heather,object_mid,F,15,comedians,laughed,Heather told a joke to  15 comedians.,All,12039,told a joke to __,yes,F,30
52,,cause_effect_prior,"""Doesn&quotechart the dog have its own toys?""",Do you think Jason is describing a normal event?,Ashley,object_mid,F,15,shirts,ripped,Ashley used  15 shirts  as dog toys.,long_filler,15285,used __ as dog toys,yes,M,31
52,,cause_effect_prior,"""Some of the fireworks exploded.""",Do you think Shirley is describing a normal event?,Rachel,object_mid,F,15,fireworks,exploded,Rachel lit  15 fireworks.,Some,7715,lit __,yes,F,32
53,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Edward is describing a normal event?,Amy,object_high,F,15,clovers,were green,Amy saw  15 clovers.,short_filler,25010,saw __,yes,M,3
53,,cause_effect_prior,"""Some of the mirrors reflected the sunlight.""",Do you think Heather is describing a normal event?,Christina,object_high,F,15,mirrors,reflected the sunlight,Christina placed  15 mirrors  in the sun.,Some,20378,placed __ in the sun,yes,F,4
53,it is not a normal event for people to put oreos into buckets of water.,cause_effect_prior,"""There are people starving in the world.""",Do you think Christopher is describing a normal event?,Jessica,object_mid,F,15,oreos,dissolved,Jessica put  15 oreos  in a bucket of water.,long_filler,44609,put __ in a bucket of water,no,M,5
53,,cause_effect_prior,"""Some of the shopping carts rolled.""",Do you think Justin is describing a normal event?,Catherine,object_mid,F,15,shopping carts,rolled,Catherine pushed  15 shopping carts.,Some,11972,pushed __,yes,M,6
53,,cause_effect_prior,"""Some of the rocks burnt.""",Do you think Kimberly is describing a normal event?,Kathleen,object_low,F,15,rocks,burnt,Kathleen threw  15 rocks  into a fire.,Some,21673,threw __ into a fire,yes,F,7
53,There is nothing normal about leaving 15 bike lights on all day long.  If there was a purpose it is not something one would see often.,cause_effect_prior,"""Pretty normal.""",Do you think Timothy is describing a normal event?,Joyce,object_mid,F,15,bike lights,ran out of batteries,Joyce left  15 bike lights  on (and unplugged) all day.,short_filler,166596,left __ on (and unplugged) all day,no,M,8
53,,cause_effect_prior,"""I wish we could just say &quotecharon&quotechar.""",Do you think Gregory is describing a normal event?,Samuel,object_high,M,15,flashlights,lit up,Samuel pressed the &quotecharon&quotechar button on  15 flashlights.,long_filler,20715,pressed the &quotecharon&quotechar button on __,yes,M,9
53,,cause_effect_prior,"""Nothing surprising there.""",Do you think Janet is describing a normal event?,George,object_mid,M,15,shirts,ripped,George used  15 shirts  as dog toys.,short_filler,15841,used __ as dog toys,yes,F,10
53,,cause_effect_prior,"""It&quotechars a beautiful day.""",Do you think Benjamin is describing a normal event?,Betty,object_high,F,15,ice cubes,melted,Betty left  15 ice cubes  in the hot sun.,long_filler,29519,left __ in the hot sun,yes,M,11
53,,cause_effect_prior,"""Some of the cameras flashed.""",Do you think Mark is describing a normal event?,Virginia,object_high,F,15,cameras,flashed,Virginia took a picture with  15 cameras.,Some,8948,took a picture with __,yes,M,12
53,"Without further specification as to ""what"" actually beeped, houses beeping is not a normal event.  My house never beeps... things IN my house beep, but not my house itself.",cause_effect_prior,"""All of the houses beeped.""",Do you think John is describing a normal event?,Sarah,object_low,F,15,houses,beeped,Sarah left the lights on in  15 houses.,All,72949,left the lights on in __,no,M,13
53,,cause_effect_prior,"""Some of the CDs exploded.""",Do you think Emily is describing a normal event?,Robert,object_low,M,15,CDs,exploded,Robert heated up  15 CDs  in a microwave.,Some,22380,heated up __ in a microwave,yes,F,14
53,"Spilling red nail polish on a white shirt is guaranteed not only to stain the shirt, but the ruin it as well.  For none of the shirts to stain is not normal.",cause_effect_prior,"""None of the white shirts got stained.""",Do you think Elizabeth is describing a normal event?,Ronald,object_mid,M,15,white shirts,got stained,Ronald spilled red nail polish on  15 white shirts.,None,56385,spilled red nail polish on __,no,F,15
53,,cause_effect_prior,"""As usual.""",Do you think Raymond is describing a normal event?,Rebecca,object_low,F,15,backpacks,blew away,Rebecca left  15 backpacks  on a table on a windy day.,short_filler,26148,left __ on a table on a windy day,yes,M,16
53,,cause_effect_prior,"""Some of the shelves fell down.""",Do you think Deborah is describing a normal event?,Daniel,object_low,M,15,shelves,fell down,Daniel punched  15 shelves.,Some,7304,punched __,yes,F,17
53,,cause_effect_prior,"""Some of the boxes broke.""",Do you think Sandra is describing a normal event?,Thomas,object_mid,M,15,boxes,broke,Thomas ran  15 boxes  over with a car.,Some,20032,ran __ over with a car,yes,F,18
53,,cause_effect_prior,"""All of the bicycles stopped.""",Do you think Cynthia is describing a normal event?,David,object_low,M,15,bicycles,stopped,David pressed the brakes on  15 bicycles.,All,10019,pressed the brakes on __,yes,F,19
53,,cause_effect_prior,"""I guess once a jokester, always a jokester.""",Do you think William is describing a normal event?,Ruth,object_high,F,15,kids,laughed,Ruth told a joke to  15 kids.,long_filler,11846,told a joke to __,yes,M,20
53,,cause_effect_prior,"""All of the beads stuck.""",Do you think Rachel is describing a normal event?,Laura,object_low,F,15,beads,stuck,Laura glued  15 beads  to a piece of paper.,All,10050,glued __ to a piece of paper,yes,F,21
53,,cause_effect_prior,"""Some of the poems rhymed.""",Do you think Frank is describing a normal event?,Larry,object_low,M,15,poems,rhymed,Larry wrote  15 poems.,Some,6976,wrote __,yes,M,22
53,"Out of 15 bus drivers being cut off, at least a few would have honked.  It&quotechars not normal for someone who&quotechars been cut off not to honk.",cause_effect_prior,"""None of the bus drivers honked.""",Do you think Dennis is describing a normal event?,Tyler,object_mid,M,15,bus drivers,honked,Tyler cut off  15 bus drivers.,None,167239,cut off __,no,M,23
53,,cause_effect_prior,"""Some of the bubbles popped.""",Do you think Charles is describing a normal event?,Joseph,object_high,M,15,bubbles,popped,Joseph poked  15 bubbles  with a pin.,Some,9858,poked __ with a pin,yes,M,24
53,,cause_effect_prior,"""None of the soda cans decomposed.""",Do you think Jack is describing a normal event?,Anna,object_low,F,15,soda cans,decomposed,Anna put  15 soda cans  in a compost pile for a month.,None,30032,put __ in a compost pile for a month,yes,M,25
53,,cause_effect_prior,"""All of the chocolate bars froze.""",Do you think Margaret is describing a normal event?,Karen,object_mid,F,15,chocolate bars,froze,Karen put  15 chocolate bars  in the freezer.,All,9938,put __ in the freezer,yes,F,26
53,,cause_effect_prior,"""All of the birthday cards had the letter Z in them.""",Do you think Samantha is describing a normal event?,Paul,object_low,M,15,birthday cards,had the letter Z in them,Paul wrote  15 birthday cards.,All,19644,wrote __,yes,F,27
53,"The fact that Linda is asking who came up with the idea, leads me to believe that the candles being lit were not under normal circumstances.",cause_effect_prior,"""Who came up with that idea?""",Do you think Linda is describing a normal event?,Ryan,object_low,M,15,candles,exploded,Ryan lit  15 candles.,long_filler,41542,lit __,no,F,28
